ROOT,EKUMENSKI,NATLANG ANCESTRY,AUXLANG ANCESTRY,PART OF SPEECH,ENGLISH
NEF,nef,,,n.,cloud
NEF,nefelin,,,n.,nepheline
NEF,nefelometer,,,n.,nephelometer
NEF,nefgrater,,,n.,skyscraper
NEF,"nefli, nefozi",,,adj.,cloudy
NEF,nefologia,,,n.,nephology
NEF,nefoskop,,,n.,nephoscope
NEFRO,nefro,,,n.,kidney
NEG,negabli,,,adj.,deniable
NEG,nege,,,v.,deny
NEG,negnis,,,n.,denial
NEGLEKT,neglektabli,,,adj.,neglectable
NEGLEKT,neglekte,,,v.,neglect
NEGLEKT,neglektnis,,,n.,negligence
NEJL,nejl,G,,n.,nail
NEJL,nejle,,,v.,nail
NEKRO,nekro,,,n.,corpse
NEKTAR,nektar,,,n.,nectar
NEKTORI,nektori,S,,adj.,several
NELKA,nelka,G,,n.,pink (dianthus)
NEMO,nemo,,,pron.,"nobody, no one"
NEON,neon,,,n.,neon
NEON,"neonlamp, neonlus",,,n.,neon light
NEPOT,nepot,,,n.,"nephew, niece"
NEPOT,nepota,,,n.,niece
NEPOT,nepotismo,,,n.,nepotism
NEPOT,nepoto,,,n.,nephew
NEPTUN,Neptun,,,n.,Neptune
NERD,nerd,,,n.,nerd
NERF,nerfard,G,,n.,pain in the neck/ass (person)
NERF,nerfe,,,v.,bug
NERF,to nerfe kom zau,,,expr.,this sucks big time
NEST,nest,,,n.,nest
NEST,neste,,,v.,nest
NET,net,G,,n.,net
NETOPEJS,netopejs,,,n.,net weight
NEURO,neuro,,,n.,nerve
NEURO,neurologia,,,n.,neurology
NEUTRAL,neutrali,,,adj.,neutral
NEUTRAL,neutralization,,,n.,neutralization
NEUTRAL,neutralize,,,v.,neutralize
NEUTRAL,neutralnis,,,n.,neutrality
NEUTRON,neutron,,,n.,neutron
NEVER,never,G,,adv.,never
NEVER,neverissimo,,,adv.,never ever
NEXT,nexti,G,,adj.,next
NI,ni … ni,,,conj.,neither … nor
NIKEL,nikel,,,n.,nickel
NIM,nim,"H,U",,n.,name
NIM,nimdaš,,,n.,namesake
NIM,nime,,,v.,"name, mention"
NIMFA,nimfa,H,,n.,nymph
NIMLIM,nimlim,,,adv.,namely
NISK,niski,S,,adj.,low
NISK,niskize,,,v.,lower
NISK,niskland,,,n.,lowland
NISK,nisknis,,,n.,lowness
NIŠ,niš,,,n.,niche
NIT,nit,S,,n.,thread
NITROGEN,nitrogen,,,n.,nitrogen
NIVEL,nivel,,,n.,level
NJEM,njemi,S,,adj.,mute
NJEM,njemiske,,,v.,become silent
NJEM,njemize,,,v.,mute
NOBL,nobli,,,adj.,"noble (character, quality etc.; cf. aristi)"
NOČ,noč,G,,n.,notch
NOG,nog,G,,adv.,enough
NOG,noge,,,v.,"suffice, do enough"
NOG,nogli,,,adj.,sufficient
NOG,nognis,,,n.,sufficiency
NOJN,nojn,G,,num.,nine
NOJN,nojndes,,,num.,ninety
NOJN,nojnti,,,adj.,ninth
NOKTIGAL,noktigal,G,,n.,nightingale
NOMAD,nomad,,,n.,nomad
NOMAD,nomadli,,,adj.,nomadic
NOMINE,nomine,,,v.,appoint (a person to hold an office or to have a position of trust)
NONSENS,nonsens,,,n.,nonsense
NONSENS,nonsensli,,,adj.,nonsensical
NORD,nord,,,n.,north
NORD,nordiki,,,adj.,Nordic
NORD,nordli,,,adj.,northern
NORD,nordpol,,,n.,north pole
NORM,norm,,,n.,norm
NORM,normali,,,adj.,normal
NORM,normalize,,,v.,normalize
NORM,normaliznis,,,n.,normalization
NORM,normalnis,,,n.,normality
NORM,norme,,,v.,set a norm
NORM,normli,,,adj.,normal (referring to a norm)
NOS,nos,,,pron.,"we, us"
NOS,nosi,,,pron.,our
NOSTALGIA,nostalgia,,,n.,nostalgia
NOSTALGIA,nostalgiali,,,adj.,nostalgic
NOSTRIL,nostril,,,n.,nostril
NOT,not,,,n.,"note, notice"
NOT,nota,,,n.,note (written or printed communication or commitment)
NOT,notabli,,,adj.,notable
NOT,note,,,v.,"notice, note"
NOV,novi,,,adj.,new
NOV,novnis,,,n.,"novelty, newness"
NOVEMBER,november,,,n.,November
NOX,nox,,,n.,night
NOX,noxklub,,,n.,nightclub
NOX,noxli,,,adj.,nocturnal
NOX,noxnoxšift,,,n.,nightshift
NOX,noxonaut,,,n.,"nighthawk, nightowl"
NOX,noxtren,,,n.,nighttrain
NUANS,nuans,,,n.,nuance
NUANS,nuanse,,,v.,nuance
NUD,nude,S,,v.,bore (being dull or tedious)
NUD,"nudenti, nudivi, nudli",,,adj.,boring
NUD,nudnis,,,n.,boredom
NUDEL,nudel,,,n.,noodle
NUDEL,nudelsup,,,n.,noodle soup
NUL,nul,,,num.,zero
NUL,nuli,,,adj.,no (+ noun)
NUL,nulo,,,pron.,nothing (> nulissimo nothing at all)
NUMER,numer,,,n.,number
NUMER,numerabli,,,adj.,numerable
NUMER,numere,,,v.,number
NUMER,numernis,,,n.,numbering
NUMER,numerozi,,,adj.,numerous
NUR,nur,K,,n.,lake
NUR,nurlet,,,n.,pond (small lake)
NUTRIT,nutrite,,,v.,"feed, nourish"
NUTRIT,nutritivi,,,adj.,nutritious
NUTRIT,nutritment,,,n.,food
NUTRIT,nutritnis,,,n.,nutrition
NUX,nux,,,n.,nut
NUX,nuxkraker,,,n.,nutcracker
O,o,S,,prep.,"concerning, about"
OAZA,oaza,,,n.,oasis
OBES,obesi,,,adj.,"fat (people), obese"
OBFER,obfer,,(UG=),n.,victim; sacrifice
OBFER,obfere,,,v.,sacrifice
OBJEKT,objekt,,,n.,object
OBJEKT,objektivi,,,adj.,objective
OBJEKT,objektivnis,,,n.,objectivity
OBLIG,oblige,,,v.,oblige
OBLIG,obligli,,,adj.,obligatory
OBLIG,oblignis,,,n.,obligation
OBOA,oboa,,,n.,oboe
OBOL,obol,,,n.,obulus
OBSCENI,obsceni,,,adj.,obscene
OBSERV,observabli,,,adj.,observable
OBSERV,observatoria,,,n.,observatory
OBSERV,observe,,,v.,observe
OBSERV,observer,,,n.,observer
OBSERV,observnis,,,n.,observation
OBSES,obsesivi,,,adj.,obsessive
OBSES,obsesnis,,,n.,obsession
OBSIDIAN,obsidian,,,n.,obsidian
OBTENT,obtentabli,,,adj.,"available, obtainable"
OBTENT,obtentablinis,,,n.,availability
OBTENT,obtente,,,v.,obtain
OBVAKT,obvakt,,,n.,"prudence, caution"
OBVAKT,obvakte,,,v.,"watch out, be careful"
OBVAKT,obvaktli,,,adj.,"prudent, cautious"
OCEAN,ocean,,,n.,ocean
OCEAN,oceanli,,,adj.,oceanic
OCEAN,oceanografia,,,n.,oceanography
OCET,ocet,S,,n.,vinegar
OD,od,S,,prep.,from; since
OD,od ted,,,expr.,from now on
ODRA,odra,"G,S",,n.,otter
ODVAŽE,odvaže se,S,,v.,dare
ODVENT,odvent,,,n.,"provenance, origin"
ODVENT,de dutabli odvent,,,expr.,of doubtful provenance
OFENS,ofens,,,n.,offense
OFENS,ofensivi,,,adj.,offensive
OFERT,ofert,,,n.,offer
OFERT,oferte,,,v.,offer
OFFSET,offset,,,n.,offset
OFFSET,offsetprint,,,n.,offset print
OFICIALI,oficiali,,,adj.,"official (sanctioned or approved by an authority; true, real, beyond doubt; of a statement: dubious but recognized by authorities as truth and/or canon)"
OFICIER,oficier,,,n.,officer
OFIS,ofis,,,n.,office (room[s] or building for non-manual work)
OFIS,ofishoras,,,n.,office hours
OFIS,ofisverk,,,n.,office work
OFT,oft,G,,adv.,"often, frequently"
OFT,oftli,,,adj.,frequent
OGURK,ogurk,S,,n.,cucumber
OJL,ojl,G,,n.,oil
OJL,ojle,,,v.,oil
OJL,ojliki,,,adj.,oily
OJL,ojlodukt,,,n.,oil pipeline
OK,ok,,,num.,eight
OK,okdes,,,num.,eighty
OK,okti,,,num.,eighth
OKAPI,okapi,,,n.,okapi
OKEJ,okej (stressed on the second syllable),,,adv.,okay
OKEJ,okeje,,,v.,okay
OKNO,okno,S,,n.,window
OKRA,okra,,,n.,ochre
OKTOBER,oktober,,,n.,October
OKTOPUS,oktopus,,,n.,octopus
OKUP,okupe,,,v.,occupy
OKUP,okuper,,,n.,occupant
OKUP,okupnis,,,n.,occupation
OLD,oldi,G,,adj.,old (not new; cf. vjeli)
OLD,oldnis,,,n.,age
OLEANDER,oleander,,,n.,oleander
OLIM,olim,,,adv.,once (upon a time)
OLIV,oliv,,,n.,olive
OLIV,olivbaum,,,n.,olive tree
OLIV,olivforestlet,,,n.,olive grove
OLIV,olivgreni,,,adj.,olive green
OLIV,olivojl,,,n.,olive oil
OMEN,omen,,,n.,omen
OMIS,omisabli,,,adj.,"omittable, omissible"
OMIS,omise,,,v.,omit
OMIS,omisnis,,,n.,omission
OMLET,omlet,,,n.,omelette
OMNI,omni,,,adj.,"each, every"
OMNI,omnimaktli,,,adj.,allmighty
OMNO,omno,,,"adv., pron.","all, everything"
OMNO,il e omno u nulo,,,expr.,it’s all or nothing
OMNO,ti oldi buk e mei omno,,,expr.,this old book is my everything
ON,on,G,,prep.,on
ON,ontro,,,prep.,"onto, upon"
ONIX,onix,,,n.,onyx
ONLAJN,onlajn,,,adv.,online
ONLAJN,onlajnli,,,adj.,online
ONTOLOGIA,ontologia,,,n.,ontology
OPAK,opaki,,,adj.,opaque
OPAK,opaknis,,,n.,opacity
OPAL,opal,,,n.,opal
OPAT,opat,S,,n.,abbot
OPAT,opatia,,,n.,abbey
OPER,operabli,,,adj.,operable
OPER,opere,,,v.,operate
OPERA,opera,,,n.,opera
OPET,opet,S,,adv.,again
OPIUM,opium,,,n.,opium
OPIUM,opiumkrig,,,n.,Opium War
OPORTUN,oportuni,,,adj.,opportune
OPORTUN,oportunismo,,,n.,opportunism
OPORTUN,oportunnis,,,n.,opportunity
OPRES,oprese,,,v.,oppress
OPRES,opreser,,,n.,oppressor
OPRES,opresnis,,,n.,oppression
OPTE,opte (pro),,,v.,opt (for)
OPTIK,optik,,,n.,optics
OPTIK,optiker,,,n.,optician
OPTIK,optikli,,,adj.,optical
OPTNIS,optnis,,,n.,option
ORAKUL,orakul,,,n.,oracle
ORANŽ,oranža,,,n.,orange
ORANŽ,oranžlet,,,n.,tangerine
ORANŽ,oranžovi,,,adj.,orange (color)
ORBIT,orbit,,,n.,orbit
ORBIT,orbite,,,v.,orbit
ORDER,order,,,n.,order (purchase order)
ORDER,ordere,,,v.,order
ORDIN,ordin,,,n.,order (proper sequence; orderly arrangement)
ORDIN,ordinari,,,adj.,"ordinary (normal, routine)"
ORDIN,ordine,,,v.,"put in order, order, arrange"
ORDIN,ordinli,,,adj.,orderly
ORDO,ordo,,,n.,"order (religious group, or society of knights; cf. ordin)"
OREL,orel,S,,n.,eagle
ORFAN,orfan,,,n.,orphan
ORFAN,orfanhaus,,,n.,orphanage
ORGAN,organ,,,n.,organ (part of an organism; body of an organization; cf. orgel)
ORGAN,organismo,,,n.,organism
ORGAN,organizacion,,,n.,organization
ORGAN,organize,,,v.,organize
ORGASMO,orgasmo,,,n.,orgasm
ORGEL,orgel,G,,n.,organ (musical instrument; cf. organ)
ORGIA,orgia,,,n.,orgy
ORIGIN,origin,,,n.,origin
ORIGIN,original,,,n.,original
ORIGIN,originali,,,adj.,original (extraordinary)
ORIGIN,originaliki,,,adj.,original (referring or related to an original)
ORIGIN,originli,,,adj.,"original (initial, from the beginning)"
ORIOL,oriol,,,n.,oriole
ORKESTR,orkestra,,,n.,orchestra
ORKESTR,orkestre,,,v.,orchestrate
ORNITOLOG,ornitolog,,,n.,ornithologist
ORNITOLOG,ornitologia,,,n.,ornithology
OSEL,osel,S,,n.,donkey
OSMOZA,osmoza,,,n.,osmosis
OSMOZA,osmozali,,,adj.,osmotic
OST,ost,G,,n.,East
OST,ostli,,,adj.,Eastern
OSTRA,ostra,,,n.,oyster
OT,otitis,,,n.,otitis
OT,otologia,,,n.,otology
OTRI,otri,,,adj.,other
OTRI,per otri vortes,,,expr.,in other words
OVACION,ovacion,,,n.,ovation
OVALI,ovali,,,adj.,oval
OVERAL,overal,,,n.,"boilersuit, overall"
OVES,oves,S,,n.,oats
OVO,ovo,,,n.,egg
OVO,kokeni/bojleni ovo,,,n.,boiled egg
OXIGEN,oxigen,,,n.,oxygen
OZON,ozon,,,n.,ozone
OZON,ozonstrat,,,n.,ozon layer
PACIENS,paciens,,,n.,patience
PACIENS,paciensli,,,adj.,patient
PACIENT,pacient,,,n.,patient
PAD,pad,G,,n.,path
PAD,padfinder,,,n.,pathfinder
PADL,padle,G,,v.,paddle
PAGAN,pagan,,,n.,pagan
PAGAN,paganismo,,,n.,paganism
PAGAN,paganli,,,adj.,pagan
PAGIN,pagin,,,n.,page (in book)
PAGODA,pagoda,,,n.,pagoda
PAJ,paj,,,n.,straw
PAJ,pajhat,,,n.,straw hat
PAJNLI,pajnli,G,,adj.,"awkward, embarassing"
PAJNLI,pajnlinis,,,n.,"awkwardness, embarassment"
PAJP,pajp,,,n.,pipe
PAK,pak,,,n.,"pack, package"
PAK,pake,,,v.,pack
PAKT,pakt,,,n.,pact
PAKT,pakte,,,v.,make a pact
PAL,pal,,,n.,stake
PALEC,palec,S,,n.,thumb
PALEONTOLOG,paleontolog,,,n.,paleontologist
PALEONTOLOG,paleontologia,,,n.,paleontology
PALET,palet,,,n.,pallet
PALM,palm,,,n.,palm
PAMFLET,pamflet,,,n.,pamphlet
PAMPELIŠKA,pampeliška,S,,n.,dandelion
PAN,pan-,,,pref.,pan-
PANCER,pancer,G,,n.,tank (armoured fighing vehicle)
PANEL,panel,,,n.,"panel, board (device containing electrical switches)"
PANFLAUT,panflaut,,,n.,panflute
PANIK,panik,,,n.,panic
PANIK,panike,,,v.,panic
PANIK,panikli,,,adj.,panic
PANTER,panter,,,n.,panther
PANTOMIM,pantomim,,,n.,pantomim
PANVA,panva,S,,n.,pan
PANVA,panvakuk,,,n.,pancake
PANZION,panzion,,,n.,pension (boarding house; cf. pension)
PAP,pap,,,n.,pope
PAP,papismo,,,n.,papism
PAP,papli,,,adj.,papal
PAPEGOJ,papegoj,,,n.,parrot
PAPIR,papir,,,n.,paper
PAPIR,papirkoš,,,n.,wastepaper basket
PARABOL,parabol,,,n.,parabola
PARABOL,paraboliki,,,adj.,parabolic
PARAD,parad,,,n.,parade
PARAD,parade,,,v.,parade
PARADIGMA,paradigma,,,n.,paradigm
PARADIZ,paradiziki,,,adj.,paradisical
PARADIZ,paradizo,,,n.,paradise
PARADOX,paradox,,,n.,paradox
PARADOX,paradoxli,,,adj.,paradox
PARALELI,paraleli,,,adj.,parallel
PARALIZ,paraliza,,,n.,paralysis
PARALIZ,paralize,,,v.,paralyze
PARAZIT,parazit,,,n.,parasite
PARAZIT,parazitli,,,adj.,parasitic(al)
PARCEL,parcel,,,n.,land lot
PARENTEZA,parenteza,,,n.,bracket
PARK,park,,,n.,park
PARK,parke,,,v.,park
PARL,parlament,,,n.,parliament
PARL,parlamentli,,,adj.,parliamentary
PARL,parlamentmember,,,n.,mamber of parliament
PARL,parle,,(UG=),v.,"speak, talk"
PARL,parler,,,n.,"speaker, spokesperson"
PARL,parlivi,,,adj.,talkative
PAROKIA,parokia,,,n.,parish
PAROKIA,parokiali,,,adj.,parochial
PART,part,,,n.,part
PART,partia,,,n.,"party (political, of a contract, etc.)"
PART,partli,,,adj.,partial
PART,partlim,,,adv.,partially
PART,partnis,,,n.,partition
PART,parttajmdžob,,,n.,part-time job
PARTIKUL,partikul,,,n.,particle
PARTIZAN,partizan,,,n.,partisan
PARVALD,parvalde,B,,v.,administrate
PARVALD,parvalder,,,n.,administrator
PARVALD,parvaldnis,,,n.,administration
PAS,pase,,,v.,"happen, occur"
PAS,šit pase,,,expr.,shit happens
PASION,pasion,,,n.,passion
PASION,pasionli,,,adj.,passionate
PASKWA,Paskwa,,,n.,Easter
PASPORT,pasport,,,n.,passport
PAST,past,,,n.,dough
PASTA,pasta,,,n.,paste
PASTVA,pastva,S,,n.,pasture
PAT,pat,,,n.,stalemate
PATAT,patat,,(UG=),n.,potato
PATENT,patent,,,n.,patent
PATENT,patente,,,v.,patent
PATENT,patentpetnis,,,n.,patent application
PATER,pater,,,n.,father
PATI,patia,,,n.,suffering
PATI,patie,,,v.,suffer
PATRIARK,patriark,,,n.,patriarch
PATRIARK,patriarkat,,,n.,patriarchate
PATRIOT,patriot,,,n.,patriot
PATRIOT,patriotismo,,,n.,patriotism
PATRUL,patrul,,,n.,patrol
PATRUL,patrule,,,v.,patrol
PAUND,paund,,,n.,pound (currency unit)
PAUT,paut,,,n.,paw
PAUZ,pauza,,,n.,"break, interruption"
PAUZ,pauze,,,v.,pause
PAV,pave,,,v.,pave
PAVIAN,pavian,,,n.,baboon
PAVON,pavon,,,n.,peacock
PAX,pax,,,n.,peace
PAX,"paxli, paxozi",,,adj.,peaceful
PEČ,peče,S,,v.,roast
PEDAGOG,pedagog,H,,n.,pedagogue
PEDAGOG,pedagogia,,,n.,pedagogy
PEDAL,pedal,,,n.,pedal
PEJ,pejabli,,,adj.,payable
PEJ,peje,,,v.,pay
PEJ,pejment,,,n.,means of payment
PEJ,pejnis,,,n.,payment
PEJN,pejn,G,,n.,"pain, hurt (be painful)"
PEJN,pejne,,,v.,"pain, ache"
PEJN,pejnlesi,,,adj.,painless
PEJN,"pejnli, pejnozi",,,adj.,painful
PEJNT,pejnt,,,n.,paint
PEJNT,pejnte,,,v.,paint
PEJNT,pejnter,,,n.,painter
PEJNT,pejntnis,,,n.,painting
PEJS,pejs,,,n.,weight
PEJS,pejse,,,v.,weigh
PEK,pek,,,n.,"pitch (thick, tenacious substance)"
PEKLO,peklo,S,,n.,hell
PEKLO,ite do peklo!,S,,expr.,go to hell!
PEL,pele,,,v.,drive (cause to move; cf. fare)
PELS,pels,G,,n.,fur (hairy coat of a mammal)
PEN,pen,,,adv.,"almost, nearly"
PEN,penakcident,,,n.,near-accident
PEN,peninsul,,,n.,peninsula
PEN,peninsulari,,,adj.,peninsular
PEN,penkatastrof,,,n.,near catastrophe
PENČ,penč,U,,n.,spoon
PENČ,penčlet,,,n.,teaspoon
PEND,pende,,,v.,hang
PENETR,penetrabli,,,adj.,penetrable
PENETR,penetre,,,v.,penetrate
PENETR,penetrenis,,,n.,penetration
PENIS,penis,,,n.,penis
PENK,penk,S,,n.,"bunch, bundle, sheaf"
PENSIL,pensil,,,n.,pencil
PENSION,pension,,,n.,pension (regular payment; cf. panzion)
PENTEKOST,Pentekost,,,n.,Pentecost
PENTHAUS,penthaus,,,n.,penthouse
PEPER,peper,,,n.,pepper
PEPER,pepermint,,,n.,peppermint
PER,per,,,prep.,by (by means of)
PERCEPT,perceptabli,,,adj.,perceivable
PERCEPT,percepte,,,v.,perceive
PERCEPT,perceptivi,,,adj.,perceptive
PERCEPT,perceptnis,,,n.,perception
PERDIX,perdix,,,n.,partridge
PERFAKT,perfakte,,,v.,finish
PERFEKT,perfekti,,,adj.,perfect
PERFEKT,perfektize,,,v.,"perfect, bring to perfection"
PERFEKT,perfektnis,,,n.,perfection
PERFID,perfidi,,,adj.,perfidious
PERFID,perfidnis,,,n.,perfidy
PERFORM,performe,,,v.,perform
PERFORM,performnis,,,n.,performance
PERGAMIN,pergamin,,,n.,parchment
PERIL,peril,,(UG=),n.,"danger, peril"
PERIL,"periliki, perilozi",,,adj.,"dangerous, perilous"
PERIOD,period,,,n.,period
PERIOD,periodli,,,adj.,periodic
PERK,perk,,,n.,perch
PERL,perl,,,n.,pearl
PERMA,perma-,,,pref.,"permanent(ly), always, constant(ly)"
PERMA,permafrost,,,n.,permafrost
PERMA,permahit,,,n.,evergreen (a song or piece of art that is always in style)
PERMIS,permise,,,v.,permit
PERMIS,permisivi,,,adj.,permissive
PERMIS,permisivnis,,,n.,permissiveness
PERMIS,permisnis,,,n.,permission
PERPLEX,perplexe,,,v.,"amaze, dazzle, puzzle, cause to feel baffled"
PERPLEX,perplexnis,,,n.,"bafflement, amazement"
PERS,perse,,,v.,"scatter, spread (disperse, scatter; cf. sprede)"
PERSIFLAŽ,persiflaža,,,n.,persiflage
PERSIFLAŽ,persiflaže,,,v.,satirize
PERSIST,persiste,,,v.,persist
PERSIST,persistenti,,,adj.,persistent
PERSIST,persistnis,,,n.,persistence
PERSON,person,,,n.,person
PERSON,personal,,,n.,personnel
PERSON,personli,,,adj.,personal
PERSON,personlinis,,,n.,personality
PERSUAZ,persuazabli,,,adj.,persuadable
PERSUAZ,persuaze,,,v.,persuade
PERSUAZ,persuazivi,,,adj.,persuasive
PERSUAZ,persuaznis,,,n.,persuasion
PERUK,peruk,,,n.,wig
PERUZ,peruze,,,v.,use up
PERZ,perzi,,,adj.,Persian
PERZ,Perzia,,,n.,Persia
PESIMISMO,pesimismo,,,n.,pessimism
PESIMISMO,pesimismost,,,n.,pessimist
PESIMISMO,pesimismosti,,,adj.,pessimistic
PEST,pest,,,n.,plague
PEŠ,peš,,,n.,peach
PEŠ,pešbaum,,,n.,peach tree
PET,pet,,,n.,"request, plea"
PETA,peta,S,,n.,heel
PETE,pete,,,v.,"ask (for sth.), beg, request, plea"
PETITNIS,petitnis,,,n.,petition (petnis?)
PICA,pica,,,n.,pizza
PIDŽIN,pidžin,,,n.,pidgin
PIEN,pieni,U,,adj.,"little, small"
PIEN,pientaun,,,n.,"small town, township"
PIER,pier,,,n.,pier (raised platform built from the shore out over water)
PIGA,piga,,,n.,mole (dark spot on the skin)
PIGI,pigi,B,,adj.,cheap
PIGMENT,pigment,,,n.,pigment
PIGMENT,pigmentnis,,,n.,pigmentation
PIK,pike,,,v.,sting
PIK,pikil,,,n.,"sting; prickle, spine, thorn (of plants)"
PIKNIK,piknik,G,,n.,picknick
PIKNIK,piknike,,,v.,picknick
PIKT,pikt,,,n.,Pict (member of an ancient people of northern and central Scotland)
PIL,pil,,,n.,pill
PILGRIM,pilgrim,,,n.,pilgrim
PILGRIM,pilgrime,,,v.,pilgrimage
PILGRIM,pilgrimnis,,,n.,pilgrimage
PILOTAL,pilotal,,,n.,= kokpit
PIN,pin,,,n.,pin
PINS,pins,,,n.,pincers
PIONIER,pionier,,,n.,pioneer
PIR,pir,,,n.,fire
PIR,pirit,,,n.,pyrite
PIR,piroman,,,n.,pryomaniac
PIR,piromania,,,n.,pyromania
PIR,piroteknik,,,n.,"pyrotechnics, firework"
PIRAMID,piramid,,,n.,pyramid
PIRARM,pirarm,,,n.,firearm
PIRARM,pirarme,,,v.,fire (a gun)
PIRAT,pirat,,,n.,pirate
PIRAT,piratnis,,,n.,piracy
PIS,pise,G,,v.,piss
PISK,pisk,G,,n.,whip
PISMO,pismo,S,,n.,letter (written message)
PISTAC,pistac,,(UG=),n.,pistachio
PISTOL,pistol,,,n.,pistol
PISTON,piston,,,n.,piston
PITA,pita,,,n.,pita (yeast-leavened round flatbread)
PIZDA,pizda,S,,n.,"pussy (coll., vulg.)"
PJAN,pjani,,,adj.,quiet (not loud)
PJAN,pjanist,,,n.,pianist
PJAN,pjano,,,n.,piano
PJES,pjes,,,n.,piece
PLAGIAT,plagiat,,,n.,plagiarism
PLAGIAT,plagiate,,,v.,plagiarize
PLAJA,plaja,,,n.,beach
PLAK,plak,,,n.,"plate (flat, thin sheet of metal, glass etc.)"
PLAKAT,plakat,,,n.,poster
PLAN,plan,,,n.,plan
PLAN,planabli,,,adj.,plannable
PLAN,plane,,,v.,plan
PLANET,planet,,,n.,planet
PLANET,planetli,,,adj.,planetar
PLANK,plank,,,n.,deal (plank of softwood)
PLANT,plant,,,n.,plant
PLANT,plante,,,v.,plant
PLANT,plantnis,,,n.,plantation
PLAS,plas,,,n.,place
PLAS,plase,,,v.,place
PLAS,plasli,,,adj.,local
PLASMA,plasma,,,n.,plasma
PLASTIK,plastik,,,n.,plastic (material)
PLASTIK,plastika,,,n.,plastic (sculpture)
PLAT,plati,,,adj.,flat
PLAT,platia,,,n.,plain
PLAT,platize,,,v.,flatten
PLATFORM,platform,,,n.,platform
PLATFORM,platformvoz,,,n.,pickup (truck)
PLAUK,plauk,B,,n.,hair
PLAUK,"plaukli, plaukozi",,,adj.,hairy
PLAVE,plave,S,,v.,float (supported by a liquid; cf. sveve)
PLED,pled,,,n.,plea
PLED,plede,,,v.,plead
PLEG,plege,G,,v.,nurse
PLEG,pleger,,,n.,nurse
PLEJBOJ,plejboj,,,n.,playboy
PLEJT,plejt,,,n.,plate (dishware)
PLEJT,plejtlet,,,n.,saucer
PLEKTE,plekte,,,v.,twine
PLEN,plen,S,,n.,prey
PLEN,plenelajn,,,n.,predator
PLEN,plenfogel,,,n.,bird of prey
PLENT,plent,,,n.,complaint
PLENT,plente,,,v.,complain
PLESK,plesk,S,,n.,splash
PLESK,pleske,,,v.,splash
PLEŠT,plešt,A,,n.,flea
PLEZ,pleze,,,v.,please
PLEZ,plezli,,,adj.,pleasant
PLEZ,pleznis,,,n.,pleasure
PLIKT,plikt,G,,n.,"duty, obligation"
PLIKT,pliktli,,,adj.,obligatory
PLIT,plit,S,,n.,raft
PLJESKAVICA,pljeskavica,,,n.,"pljeskavica (grilled dish consisting of a mixture of spiced minced pork, beef and lamb meat)"
PLOKE,ploke,G,,v.,"pluck, pick (a fruit etc.; cf. selekte)"
PLOMB,plomb,,,n.,seal (lead)
PLOR,plore,,,v.,"cry, weep"
PLOR,plorivi,,,adj.,"weepy, tearful"
PLUG,plug,,,n.,plough
PLUG,plugabli,,,adj.,arable
PLUG,pluge,,,v.,plough
PLUM,plum,,,n.,feather
PLUM,plumnis,,,n.,feathering
PLUMB,plumb,,,n.,lead (metal)
PLUS,plus,,,prep.,plus; and
PLUS,pluslim,,,adv.,"moreover, besides, furthermore"
PLUS,plusmonet,,,n.,tip (small amount of money left for a servant)
PLUS,plustajm,,,n.,overtime
PLUŠ,pluš,,,n.,plush
PLUT,pluti,,,adj.,wealthy
PLUT,plutnis,,,n.,wealth
PLUT,plutokratia,,,n.,plutocracy
POC,poc,,,n.,well (hole sunk into the ground) > brun?
PODKAST,podkast,,,n.,podcast
POGROM,pogrom,S,,n.,pogrom
POJNT,pojnte,,,v.,point (extend the index finger in the direction of sth.)
POJNT,pojntfinger,,,n.,index finger
POL,pol,,,n.,pole
POL,polarize,,,v.,polarize
POL,polariznis,,,n.,polarization
POL,poliki,,,adj.,polar
POL,polstel,,,n.,polaris
POLC,polc,U,,n.,shelf
POLC,polcal,,,n.,rack
POLICI,policia,,,n.,police
POLICI,policiali,,,adj.,"of the police, by the police"
POLICI,policier,,,n.,police officer
POLIGENIA,poligenia,,,n.,polymath
POLIS,polis,,,n.,"municipality, commune"
POLIT,polit,,,n.,citizen
POLIT,politik,,,n.,politics
POLIT,politiker,,,n.,politician
POLIT,politikli,,,adj.,political
POLIT,politnis,,,n.,citizenship
POLIT,politologia,,,n.,politology
POLO,polo,,,n.,polo (sports)
POLO,polohemd,,,n.,polo shirt
POLUT,polute,,,v.,pollute
POLUT,polutnis,,,n.,pollution
POM,pom,,,n.,apple
POM,pombaum,,,n.,apple tree
POM,pomologia,,,n.,pomology
POMP,pomp,,,n.,pomp
PONT,pont,,,n.,bridge
POPKORN,popkorn,,,n.,popcorn
POPMUZIK,popmuzik,,,n.,pop music
POPMUZIK,popmuziker,,,n.,pop musician
POPOL,popol,S,,n.,poplar
POPUL,popul,,,n.,people (nation; cf. ludia)
POPUL,populač,,,n.,"rabble, mob, riff-raff"
POPUL,populari,,,adj.,popular
POPUL,popularize,,,v.,popularize
POPUL,popularnis,,,n.,popularity
POPUL,populnis,,,n.,population
POR,por,,,n.,pore
POR,porozi,,,adj.,porous
POR,poroznis,,,n.,porosity
PORT,porte,,,v.,"carry, wear"
PORT,portil,,,n.,tray (object on which things are carried)
PORTA,porta,,,n.,"gate, gateway"
PORTA,portabli,,,adj.,portable
PORTA,portal,,,n.,portal
